YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2022-12,WEEKENDS/HOLIDAY,14,TRAIN,NS18,4638,4098
2022-12,WEEKENDS/HOLIDAY,14,TRAIN,CG1,1876,2970
2022-12,WEEKDAY,14,TRAIN,DT35,5992,6074
2022-12,WEEKENDS/HOLIDAY,14,TRAIN,DT35,3872,4473
2022-12,WEEKENDS/HOLIDAY,14,TRAIN,CG1/DT35,3872,4473
2022-12,WEEKDAY,14,TRAIN,CG1,2311,2661
2022-12,WEEKDAY,14,TRAIN,CG1/DT35,5992,6074
2022-12,WEEKENDS/HOLIDAY,12,TRAIN,SW6,1421,823
2022-12,WEEKDAY,12,TRAIN,SW6,2976,1691
2022-12,WEEKDAY,23,TRAIN,CC8,1104,2510
2022-12,WEEKENDS/HOLIDAY,23,TRAIN,CC8,734,1426
2022-12,WEEKDAY,15,TRAIN,DT24,2781,2674
2022-12,WEEKENDS/HOLIDAY,15,TRAIN,DT24,1432,1458
2022-12,WEEKDAY,7,TRAIN,EW17,29420,15086
2022-12,WEEKENDS/HOLIDAY,7,TRAIN,EW17,5255,3283
2022-12,WEEKDAY,23,TRAIN,DT13,1833,1757
2022-12,WEEKENDS/HOLIDAY,23,TRAIN,DT13,1234,1140
2022-12,WEEKENDS/HOLIDAY,5,TRAIN,BP13,301,31
2022-12,WEEKDAY,5,TRAIN,BP13,1589,159
2022-12,WEEKENDS/HOLIDAY,15,TRAIN,PE7,1445,1275
2022-12,WEEKDAY,15,TRAIN,PE7,2244,2768
2022-12,WEEKENDS/HOLIDAY,10,TRAIN,PE6,2917,1774
2022-12,WEEKDAY,10,TRAIN,PE6,6049,4302
2022-12,WEEKDAY,9,TRAIN,DT5,9434,8903
2022-12,WEEKENDS/HOLIDAY,9,TRAIN,DT5,4375,4766
2022-12,WEEKDAY,6,TRAIN,PE7,3121,1051
2022-12,WEEKENDS/HOLIDAY,6,TRAIN,PE7,625,195
2022-12,WEEKENDS/HOLIDAY,10,TRAIN,TE14,277,3122
2022-12,WEEKDAY,10,TRAIN,TE14,553,5691
2022-12,WEEKDAY,10,TRAIN,TE14/NS22,553,1813
2022-12,WEEKDAY,10,TRAIN,TE14,553,1813
2022-12,WEEKENDS/HOLIDAY,10,TRAIN,TE14/NS22,277,522
2022-12,WEEKENDS/HOLIDAY,10,TRAIN,TE14,277,522
2022-12,WEEKENDS/HOLIDAY,10,TRAIN,NS22,9725,35102
2022-12,WEEKDAY,10,TRAIN,NS22,13899,55930
2022-12,WEEKDAY,19,TRAIN,BP5,1667,2114
2022-12,WEEKENDS/HOLIDAY,19,TRAIN,BP5,624,658
2022-12,WEEKENDS/HOLIDAY,18,TRAIN,SW1,719,745
2022-12,WEEKDAY,18,TRAIN,SW1,3316,2356
2022-12,WEEKENDS/HOLIDAY,11,TRAIN,EW22,1871,1232
2022-12,WEEKDAY,11,TRAIN,EW22,6475,5411
2022-12,WEEKDAY,21,TRAIN,BP7,277,1052
2022-12,WEEKENDS/HOLIDAY,21,TRAIN,BP7,101,448
2022-12,WEEKENDS/HOLIDAY,16,TRAIN,TE12,982,701
2022-12,WEEKDAY,16,TRAIN,TE12,3746,1292
2022-12,WEEKDAY,18,TRAIN,CC2,6715,3098
2022-12,WEEKENDS/HOLIDAY,18,TRAIN,CC2,1810,941
2022-12,WEEKDAY,23,TRAIN,EW15,7486,1338
2022-12,WEEKENDS/HOLIDAY,23,TRAIN,EW15,2562,910
2022-12,WEEKDAY,0,TRAIN,TE19,9,33
2022-12,WEEKENDS/HOLIDAY,0,TRAIN,TE19,457,26
2022-12,WEEKENDS/HOLIDAY,11,TRAIN,DT22,2112,3699
2022-12,WEEKDAY,11,TRAIN,DT22,3777,5269
2022-12,WEEKENDS/HOLIDAY,23,TRAIN,NS23,7007,1448
2022-12,WEEKDAY,23,TRAIN,NS23,12541,1945
2022-12,WEEKDAY,17,TRAIN,BP6,13161,10654
2022-12,WEEKENDS/HOLIDAY,17,TRAIN,PB6/DT1,9933,11123
2022-12,WEEKDAY,17,TRAIN,PB6/DT1,17054,33511
2022-12,WEEKENDS/HOLIDAY,17,TRAIN,DT1,9933,11123
2022-12,WEEKENDS/HOLIDAY,17,TRAIN,BP6,4540,4934
2022-12,WEEKDAY,17,TRAIN,DT1,17054,33511
2022-12,WEEKENDS/HOLIDAY,15,TRAIN,TE11,577,653
2022-12,WEEKENDS/HOLIDAY,15,TRAIN,DT10,1289,847
2022-12,WEEKDAY,15,TRAIN,TE11,1155,1295
2022-12,WEEKDAY,15,TRAIN,DT10,2318,1986
2022-12,WEEKDAY,19,TRAIN,CG1/DT35,15549,6111
2022-12,WEEKENDS/HOLIDAY,19,TRAIN,CG1/DT35,4912,3584
2022-12,WEEKENDS/HOLIDAY,19,TRAIN,DT35,4912,3584
2022-12,WEEKDAY,19,TRAIN,DT35,15549,6111
2022-12,WEEKENDS/HOLIDAY,19,TRAIN,CG1,2662,2206
2022-12,WEEKDAY,19,TRAIN,CG1,4489,2240
2022-12,WEEKDAY,6,TRAIN,CC2,161,1338
2022-12,WEEKENDS/HOLIDAY,6,TRAIN,CC2,80,256
2022-12,WEEKENDS/HOLIDAY,8,TRAIN,EW29,2646,5065
2022-12,WEEKDAY,8,TRAIN,EW29,6512,41003
2022-12,WEEKENDS/HOLIDAY,21,TRAIN,DT7,734,1066
2022-12,WEEKDAY,21,TRAIN,DT7,1520,1723
2022-12,WEEKDAY,13,TRAIN,EW26,18081,12195
2022-12,WEEKENDS/HOLIDAY,13,TRAIN,EW26,11357,7394
2022-12,WEEKDAY,19,TRAIN,CC14,4050,6830
2022-12,WEEKENDS/HOLIDAY,19,TRAIN,CC14,1537,2275
2022-12,WEEKDAY,14,TRAIN,SW6,2094,2078
2022-12,WEEKENDS/HOLIDAY,14,TRAIN,SW6,1208,948
2022-12,WEEKDAY,15,TRAIN,EW29,9271,3875
2022-12,WEEKENDS/HOLIDAY,15,TRAIN,EW29,4809,2766
2022-12,WEEKENDS/HOLIDAY,5,TRAIN,NE10,233,73
2022-12,WEEKDAY,5,TRAIN,NE10,1197,393
2022-12,WEEKENDS/HOLIDAY,18,TRAIN,DT16,1515,11327
2022-12,WEEKDAY,18,TRAIN,CE1,33810,23299
2022-12,WEEKENDS/HOLIDAY,18,TRAIN,CE1,24133,14667
2022-12,WEEKDAY,18,TRAIN,DT16,1990,14467
2022-12,WEEKENDS/HOLIDAY,18,TRAIN,CE1/DT16,24133,14667
2022-12,WEEKDAY,18,TRAIN,CE1/DT16,33810,23299
2022-12,WEEKENDS/HOLIDAY,20,TRAIN,PW1,496,273
2022-12,WEEKDAY,20,TRAIN,PW1,956,421
2022-12,WEEKDAY,10,TRAIN,DT11,15648,12909
2022-12,WEEKENDS/HOLIDAY,10,TRAIN,NS21/DT11,8945,7384
2022-12,WEEKDAY,10,TRAIN,NS21/DT11,15648,12909
2022-12,WEEKENDS/HOLIDAY,10,TRAIN,DT11,8945,7384
2022-12,WEEKENDS/HOLIDAY,10,TRAIN,NS21,7502,9905
2022-12,WEEKDAY,10,TRAIN,NS21,13047,17372
2022-12,WEEKDAY,23,TRAIN,EW27,3243,16205
2022-12,WEEKENDS/HOLIDAY,23,TRAIN,EW27,1889,9946
2022-12,WEEKENDS/HOLIDAY,6,TRAIN,NS10,11848,3212
2022-12,WEEKDAY,6,TRAIN,NS10,53044,13641
2022-12,WEEKENDS/HOLIDAY,5,TRAIN,NE1/CC29,425,21
2022-12,WEEKDAY,5,TRAIN,CC29,295,61
2022-12,WEEKDAY,5,TRAIN,NE1/CC29,295,61
2022-12,WEEKENDS/HOLIDAY,5,TRAIN,NE1,391,10
2022-12,WEEKDAY,5,TRAIN,NE1,573,59
2022-12,WEEKENDS/HOLIDAY,5,TRAIN,CC29,425,21
2022-12,WEEKDAY,17,TRAIN,SE4,2915,3893
2022-12,WEEKENDS/HOLIDAY,17,TRAIN,SE4,1365,1386
2022-12,WEEKENDS/HOLIDAY,20,TRAIN,NE5,4086,4068
2022-12,WEEKDAY,20,TRAIN,NE5,10540,6198
2022-12,WEEKDAY,21,TRAIN,NE8,24014,14421
2022-12,WEEKENDS/HOLIDAY,21,TRAIN,NE8,17650,7682
2022-12,WEEKENDS/HOLIDAY,10,TRAIN,NS27,293,449
2022-12,WEEKDAY,10,TRAIN,NS27/CE2/TE20,338,452
2022-12,WEEKENDS/HOLIDAY,10,TRAIN,CE2,203,327
2022-12,WEEKDAY,10,TRAIN,NS27,761,2063
2022-12,WEEKDAY,10,TRAIN,CE2,338,452
2022-12,WEEKENDS/HOLIDAY,10,TRAIN,TE20,93,200
2022-12,WEEKENDS/HOLIDAY,10,TRAIN,NS27/CE2/TE20,203,327
2022-12,WEEKDAY,10,TRAIN,TE20,78,258
2022-12,WEEKDAY,11,TRAIN,CC16,4306,2465
2022-12,WEEKENDS/HOLIDAY,11,TRAIN,CC16,2178,1455
2022-12,WEEKENDS/HOLIDAY,17,TRAIN,EW17,9141,10510
2022-12,WEEKDAY,17,TRAIN,EW17,25671,28900
2022-12,WEEKDAY,14,TRAIN,DT25,1598,1437
2022-12,WEEKENDS/HOLIDAY,14,TRAIN,DT25,940,836
2022-12,WEEKENDS/HOLIDAY,13,TRAIN,CC28,1464,1052
2022-12,WEEKDAY,13,TRAIN,CC28,2515,2071
2022-12,WEEKDAY,5,TRAIN,NE9,2287,18
2022-12,WEEKENDS/HOLIDAY,5,TRAIN,NE9,368,0
2022-12,WEEKDAY,15,TRAIN,DT7,3148,2831
2022-12,WEEKENDS/HOLIDAY,15,TRAIN,DT7,1056,1124
2022-12,WEEKDAY,6,TRAIN,CC3,121,2956
2022-12,WEEKENDS/HOLIDAY,6,TRAIN,CC3,95,833
2022-12,WEEKENDS/HOLIDAY,9,TRAIN,CC20,1685,1289
2022-12,WEEKDAY,9,TRAIN,CC20,4111,3386
2022-12,WEEKENDS/HOLIDAY,8,TRAIN,NE3,2962,3675
2022-12,WEEKDAY,8,TRAIN,NE3,10981,38685
2022-12,WEEKDAY,8,TRAIN,EW16,3120,15581
2022-12,WEEKDAY,8,TRAIN,TE17,430,3648
2022-12,WEEKDAY,8,TRAIN,EW16/NE3/TE17,3120,15581
2022-12,WEEKENDS/HOLIDAY,8,TRAIN,EW16,867,1839
2022-12,WEEKENDS/HOLIDAY,8,TRAIN,TE17,126,450
2022-12,WEEKENDS/HOLIDAY,8,TRAIN,EW16/NE3/TE17,867,1839
2022-12,WEEKDAY,11,TRAIN,EW18,11361,8263
2022-12,WEEKENDS/HOLIDAY,11,TRAIN,EW18,5710,4741
2022-12,WEEKENDS/HOLIDAY,8,TRAIN,TE7,1161,1043
2022-12,WEEKDAY,8,TRAIN,TE7,5040,5925
2022-12,WEEKDAY,5,TRAIN,CC17,761,8
2022-12,WEEKENDS/HOLIDAY,5,TRAIN,CC17,173,2
2022-12,WEEKDAY,5,TRAIN,TE9,607,81
2022-12,WEEKENDS/HOLIDAY,5,TRAIN,TE9,148,16
2022-12,WEEKDAY,5,TRAIN,CC17/TE9,761,8
2022-12,WEEKENDS/HOLIDAY,5,TRAIN,CC17/TE9,173,2
2022-12,WEEKDAY,12,TRAIN,BP2,2122,1110
2022-12,WEEKENDS/HOLIDAY,12,TRAIN,BP2,1225,659
2022-12,WEEKENDS/HOLIDAY,17,TRAIN,DT14,9388,7297
2022-12,WEEKENDS/HOLIDAY,17,TRAIN,EW12,21937,19599
2022-12,WEEKDAY,17,TRAIN,EW12/DT14,42932,34125
2022-12,WEEKENDS/HOLIDAY,17,TRAIN,EW12/DT14,21937,19599
2022-12,WEEKDAY,17,TRAIN,DT14,22262,13071
2022-12,WEEKDAY,17,TRAIN,EW12,42932,34125
2022-12,WEEKENDS/HOLIDAY,22,TRAIN,PE7,227,1668
2022-12,WEEKDAY,22,TRAIN,PE7,507,2890
2022-12,WEEKDAY,19,TRAIN,BP9,1372,3043
2022-12,WEEKENDS/HOLIDAY,19,TRAIN,BP9,538,725
2022-12,WEEKENDS/HOLIDAY,11,TRAIN,NE17,15927,12977
2022-12,WEEKDAY,11,TRAIN,PTC,28054,23424
2022-12,WEEKENDS/HOLIDAY,11,TRAIN,NE17/PTC,15927,12977
2022-12,WEEKDAY,11,TRAIN,NE17/PTC,28054,23424
2022-12,WEEKDAY,11,TRAIN,NE17,28054,23424
2022-12,WEEKENDS/HOLIDAY,11,TRAIN,PTC,15927,12977
2022-12,WEEKDAY,0,TRAIN,TE15,9,49
2022-12,WEEKENDS/HOLIDAY,0,TRAIN,TE15,41,160
2022-12,WEEKDAY,21,TRAIN,NS7,11642,16658
2022-12,WEEKENDS/HOLIDAY,21,TRAIN,NS7,6448,7288
2022-12,WEEKENDS/HOLIDAY,21,TRAIN,BP5,387,495
2022-12,WEEKDAY,21,TRAIN,BP5,876,1112
2022-12,WEEKDAY,8,TRAIN,TE15,2091,3356
2022-12,WEEKENDS/HOLIDAY,8,TRAIN,TE15,472,669
2022-12,WEEKENDS/HOLIDAY,23,TRAIN,DT9,69,109
2022-12,WEEKDAY,23,TRAIN,DT9,148,200
2022-12,WEEKENDS/HOLIDAY,23,TRAIN,CC19/DT9,69,109
2022-12,WEEKDAY,23,TRAIN,CC19,627,526
2022-12,WEEKDAY,23,TRAIN,CC19/DT9,148,200
2022-12,WEEKENDS/HOLIDAY,23,TRAIN,CC19,357,344
2022-12,WEEKDAY,9,TRAIN,EW27,27992,21736
2022-12,WEEKENDS/HOLIDAY,9,TRAIN,EW27,12789,8591
2022-12,WEEKENDS/HOLIDAY,7,TRAIN,TE15,217,544
2022-12,WEEKDAY,7,TRAIN,TE15,1388,2025
2022-12,WEEKDAY,8,TRAIN,EW15,7113,82217
2022-12,WEEKENDS/HOLIDAY,8,TRAIN,EW15,1405,5153
2022-12,WEEKDAY,23,TRAIN,EW22,634,1609
2022-12,WEEKENDS/HOLIDAY,23,TRAIN,EW22,246,837
2022-12,WEEKENDS/HOLIDAY,8,TRAIN,CE1/DT16,3120,9223
2022-12,WEEKDAY,8,TRAIN,CE1,6023,21933
2022-12,WEEKDAY,8,TRAIN,CE1/DT16,6023,21933
2022-12,WEEKENDS/HOLIDAY,8,TRAIN,CE1,3120,9223
2022-12,WEEKENDS/HOLIDAY,8,TRAIN,DT16,75,1178
2022-12,WEEKDAY,8,TRAIN,DT16,105,2106
2022-12,WEEKENDS/HOLIDAY,14,TRAIN,NS8,6190,4995
2022-12,WEEKDAY,14,TRAIN,NS8,11184,9927
2022-12,WEEKDAY,6,TRAIN,TE13,87,971
2022-12,WEEKENDS/HOLIDAY,6,TRAIN,TE14,107,223
2022-12,WEEKENDS/HOLIDAY,6,TRAIN,TE13,31,269
2022-12,WEEKENDS/HOLIDAY,6,TRAIN,TE14,107,165
2022-12,WEEKDAY,6,TRAIN,TE14,204,707
2022-12,WEEKDAY,6,TRAIN,TE14,204,926
2022-12,WEEKENDS/HOLIDAY,23,TRAIN,TE16,733,869
2022-12,WEEKDAY,23,TRAIN,TE16,1202,1358
2022-12,WEEKDAY,22,TRAIN,DT25,877,2772
2022-12,WEEKENDS/HOLIDAY,22,TRAIN,DT25,459,1383
2022-12,WEEKDAY,19,TRAIN,DT23,4502,2778
2022-12,WEEKENDS/HOLIDAY,19,TRAIN,DT23,901,728
2022-12,WEEKDAY,0,TRAIN,BP12,0,5
2022-12,WEEKENDS/HOLIDAY,7,TRAIN,CG2,2425,5182
2022-12,WEEKDAY,7,TRAIN,CG2,5282,12928
2022-12,WEEKDAY,23,TRAIN,TE6,605,4592
2022-12,WEEKENDS/HOLIDAY,23,TRAIN,TE6,403,2503
2022-12,WEEKDAY,5,TRAIN,CC12,464,75
2022-12,WEEKENDS/HOLIDAY,5,TRAIN,CC12,105,6
2022-12,WEEKENDS/HOLIDAY,7,TRAIN,EW16,762,2247
2022-12,WEEKDAY,7,TRAIN,EW16,2740,15095
2022-12,WEEKDAY,7,TRAIN,NE3,8824,35088
2022-12,WEEKDAY,7,TRAIN,EW16/NE3/TE17,2740,15095
2022-12,WEEKENDS/HOLIDAY,7,TRAIN,EW16/NE3/TE17,762,2247
2022-12,WEEKENDS/HOLIDAY,7,TRAIN,NE3,2298,4450
2022-12,WEEKENDS/HOLIDAY,7,TRAIN,TE17,133,368
2022-12,WEEKDAY,7,TRAIN,TE17,389,2840
2022-12,WEEKDAY,16,TRAIN,NS23,30842,27960
2022-12,WEEKENDS/HOLIDAY,16,TRAIN,NS23,16170,16607
2022-12,WEEKDAY,23,TRAIN,TE15,733,490
2022-12,WEEKENDS/HOLIDAY,23,TRAIN,TE15,414,308
2022-12,WEEKENDS/HOLIDAY,5,TRAIN,PE6,247,76
2022-12,WEEKDAY,5,TRAIN,PE6,1160,183
2022-12,WEEKDAY,19,TRAIN,DT33,7786,24553
2022-12,WEEKENDS/HOLIDAY,19,TRAIN,DT33,3393,5856
2022-12,WEEKDAY,8,TRAIN,NS24/NE6/CC1,2900,11044
2022-12,WEEKENDS/HOLIDAY,8,TRAIN,NS24,660,2726
2022-12,WEEKENDS/HOLIDAY,8,TRAIN,CC1,660,2726
2022-12,WEEKDAY,8,TRAIN,NE6,7269,12371
2022-12,WEEKENDS/HOLIDAY,8,TRAIN,NS24/NE6/CC1,660,2726
2022-12,WEEKDAY,8,TRAIN,NS24,2900,11044
2022-12,WEEKENDS/HOLIDAY,8,TRAIN,NE6,1245,2910
2022-12,WEEKDAY,8,TRAIN,CC1,2900,11044
2022-12,WEEKENDS/HOLIDAY,23,TRAIN,PE1,206,827
2022-12,WEEKDAY,23,TRAIN,PE1,206,1608
2022-12,WEEKDAY,19,TRAIN,NE1,22406,6756
2022-12,WEEKENDS/HOLIDAY,19,TRAIN,CC29,19822,12407
2022-12,WEEKDAY,19,TRAIN,CC29,35212,23108
2022-12,WEEKDAY,19,TRAIN,NE1/CC29,35212,23108
2022-12,WEEKENDS/HOLIDAY,19,TRAIN,NE1/CC29,19822,12407
2022-12,WEEKENDS/HOLIDAY,19,TRAIN,NE1,9951,3153
2022-12,WEEKDAY,7,TRAIN,BP11,9242,880
2022-12,WEEKENDS/HOLIDAY,7,TRAIN,BP11,1258,267
2022-12,WEEKENDS/HOLIDAY,20,TRAIN,BP4,305,726
2022-12,WEEKDAY,20,TRAIN,BP4,739,1915
2022-12,WEEKENDS/HOLIDAY,7,TRAIN,CC3,180,1451
2022-12,WEEKDAY,7,TRAIN,CC3,451,4316
2022-12,WEEKDAY,10,TRAIN,DT13,3485,9451
2022-12,WEEKENDS/HOLIDAY,10,TRAIN,DT13,2003,4340
2022-12,WEEKDAY,7,TRAIN,SW7,4241,1000
2022-12,WEEKENDS/HOLIDAY,7,TRAIN,SW7,715,223
2022-12,WEEKENDS/HOLIDAY,21,TRAIN,DT30,853,3166
2022-12,WEEKDAY,21,TRAIN,DT30,1564,6654
2022-12,WEEKDAY,15,TRAIN,NE14,17125,19829
2022-12,WEEKENDS/HOLIDAY,15,TRAIN,NE14,10281,10008
2022-12,WEEKENDS/HOLIDAY,17,TRAIN,NE1,9595,3515
2022-12,WEEKENDS/HOLIDAY,17,TRAIN,NE1/CC29,18285,17908
2022-12,WEEKDAY,17,TRAIN,NE1,27647,7463
2022-12,WEEKDAY,17,TRAIN,NE1/CC29,33661,29629
2022-12,WEEKENDS/HOLIDAY,17,TRAIN,CC29,18285,17908
2022-12,WEEKDAY,17,TRAIN,CC29,33661,29629
2022-12,WEEKDAY,21,TRAIN,EW21/CC22,6563,3904
2022-12,WEEKENDS/HOLIDAY,21,TRAIN,EW21,2615,1471
2022-12,WEEKDAY,21,TRAIN,EW21,7114,3154
2022-12,WEEKDAY,21,TRAIN,CC22,6563,3904
2022-12,WEEKENDS/HOLIDAY,21,TRAIN,EW21/CC22,1823,1488
2022-12,WEEKENDS/HOLIDAY,21,TRAIN,CC22,1823,1488
2022-12,WEEKENDS/HOLIDAY,23,TRAIN,NS8,1737,3439
2022-12,WEEKDAY,23,TRAIN,NS8,2888,6568
2022-12,WEEKENDS/HOLIDAY,0,TRAIN,EW33,4,192
2022-12,WEEKDAY,0,TRAIN,EW33,3,128
2022-12,WEEKDAY,13,TRAIN,NS16,31028,28858
2022-12,WEEKENDS/HOLIDAY,13,TRAIN,NS16,16316,15008
2022-12,WEEKENDS/HOLIDAY,15,TRAIN,SW4,604,632
2022-12,WEEKDAY,15,TRAIN,SW4,1046,1171
2022-12,WEEKENDS/HOLIDAY,5,TRAIN,TE19,10,9
2022-12,WEEKDAY,5,TRAIN,TE19,1,0
2022-12,WEEKENDS/HOLIDAY,12,TRAIN,DT6,2338,1311
2022-12,WEEKDAY,12,TRAIN,DT6,5826,3790
2022-12,WEEKENDS/HOLIDAY,17,TRAIN,BP8,633,610
2022-12,WEEKDAY,17,TRAIN,BP8,2481,1710
2022-12,WEEKDAY,9,TRAIN,TE12,1437,4017
2022-12,WEEKENDS/HOLIDAY,9,TRAIN,TE12,456,1053
2022-12,WEEKDAY,5,TRAIN,NE13,2807,519
2022-12,WEEKENDS/HOLIDAY,5,TRAIN,NE13,510,131
2022-12,WEEKENDS/HOLIDAY,9,TRAIN,EW24,9233,16982
2022-12,WEEKENDS/HOLIDAY,9,TRAIN,EW24/NS1,9233,16982
2022-12,WEEKDAY,9,TRAIN,NS1,21783,51341
2022-12,WEEKENDS/HOLIDAY,9,TRAIN,NS1,9233,16982
2022-12,WEEKDAY,9,TRAIN,EW24/NS1,21783,51341
2022-12,WEEKDAY,9,TRAIN,EW24,21783,51341
2022-12,WEEKENDS/HOLIDAY,11,TRAIN,DT18,1079,2104
2022-12,WEEKDAY,11,TRAIN,DT18,4706,7692
2022-12,WEEKENDS/HOLIDAY,14,TRAIN,DT21,1686,2077
2022-12,WEEKDAY,14,TRAIN,DT21,3210,3884
2022-12,WEEKENDS/HOLIDAY,6,TRAIN,NS17/CC15,2263,1044
2022-12,WEEKDAY,6,TRAIN,NS17,11411,4128
2022-12,WEEKENDS/HOLIDAY,6,TRAIN,NS17,2263,1044
2022-12,WEEKDAY,6,TRAIN,CC15,7681,6884
2022-12,WEEKENDS/HOLIDAY,6,TRAIN,CC15,1872,1688
2022-12,WEEKDAY,6,TRAIN,NS17/CC15,11411,4128
2022-12,WEEKDAY,18,TRAIN,DT22,7875,12588
2022-12,WEEKENDS/HOLIDAY,18,TRAIN,DT22,4119,6045
2022-12,WEEKENDS/HOLIDAY,17,TRAIN,TE18,2431,2464
2022-12,WEEKDAY,17,TRAIN,TE18,6191,3910
2022-12,WEEKDAY,19,TRAIN,EW9,15076,30863
2022-12,WEEKENDS/HOLIDAY,19,TRAIN,EW9,8020,11798
2022-12,WEEKENDS/HOLIDAY,9,TRAIN,TE20,45,94
2022-12,WEEKDAY,9,TRAIN,NS27,540,6112
2022-12,WEEKENDS/HOLIDAY,9,TRAIN,NS27,188,499
2022-12,WEEKDAY,9,TRAIN,NS27/CE2/TE20,106,415
2022-12,WEEKENDS/HOLIDAY,9,TRAIN,CE2,87,177
2022-12,WEEKENDS/HOLIDAY,9,TRAIN,NS27/CE2/TE20,87,177
2022-12,WEEKDAY,9,TRAIN,TE20,36,64
2022-12,WEEKDAY,9,TRAIN,CE2,106,415
2022-12,WEEKENDS/HOLIDAY,17,TRAIN,TE1,1081,1002
2022-12,WEEKDAY,17,TRAIN,TE1,10816,1832
2022-12,WEEKENDS/HOLIDAY,11,TRAIN,DT30,3017,1059
2022-12,WEEKDAY,11,TRAIN,DT30,5512,1774
2022-12,WEEKDAY,5,TRAIN,NS8,10374,1689
2022-12,WEEKENDS/HOLIDAY,5,TRAIN,NS8,2350,399
2022-12,WEEKDAY,14,TRAIN,EW9,10306,10578
2022-12,WEEKENDS/HOLIDAY,14,TRAIN,EW9,7767,7130
2022-12,WEEKENDS/HOLIDAY,8,TRAIN,DT34,818,729
2022-12,WEEKDAY,8,TRAIN,DT34,5028,4880
2022-12,WEEKDAY,15,TRAIN,TE4,2380,1548
2022-12,WEEKENDS/HOLIDAY,15,TRAIN,TE4,1312,838
2022-12,WEEKENDS/HOLIDAY,23,TRAIN,NE12/CC13,1537,4169
2022-12,WEEKDAY,23,TRAIN,NE12,2605,8543
2022-12,WEEKENDS/HOLIDAY,23,TRAIN,NE12,1537,4169
2022-12,WEEKDAY,23,TRAIN,CC13,3840,9399
2022-12,WEEKENDS/HOLIDAY,23,TRAIN,CC13,2088,5082
2022-12,WEEKDAY,23,TRAIN,NE12/CC13,2605,8543
2022-12,WEEKENDS/HOLIDAY,6,TRAIN,NS3,5801,1612
2022-12,WEEKDAY,6,TRAIN,NS3,27487,4316
2022-12,WEEKDAY,20,TRAIN,CG2,16686,9319
2022-12,WEEKENDS/HOLIDAY,20,TRAIN,CG2,10790,5531
2022-12,WEEKDAY,7,TRAIN,CC2,513,2520
2022-12,WEEKENDS/HOLIDAY,7,TRAIN,CC2,199,559
2022-12,WEEKDAY,10,TRAIN,EW8,7949,19906
2022-12,WEEKENDS/HOLIDAY,10,TRAIN,EW8/CC9,6858,17932
2022-12,WEEKENDS/HOLIDAY,10,TRAIN,EW8,6858,17932
2022-12,WEEKDAY,10,TRAIN,EW8/CC9,7949,19906
2022-12,WEEKDAY,10,TRAIN,CC9,8187,11638
2022-12,WEEKENDS/HOLIDAY,10,TRAIN,CC9,4765,7260
2022-12,WEEKDAY,12,TRAIN,NS28,1409,1599
2022-12,WEEKENDS/HOLIDAY,12,TRAIN,NS28,1257,1383
2022-12,WEEKENDS/HOLIDAY,23,TRAIN,SE4,102,692
2022-12,WEEKDAY,23,TRAIN,SE4,127,1235
2022-12,WEEKENDS/HOLIDAY,13,TRAIN,EW20,5053,3821
2022-12,WEEKDAY,13,TRAIN,EW20,8401,7436
2022-12,WEEKENDS/HOLIDAY,18,TRAIN,BP11,905,1232
2022-12,WEEKDAY,18,TRAIN,BP11,2446,6226
2022-12,WEEKDAY,13,TRAIN,NS15,13501,11806
2022-12,WEEKENDS/HOLIDAY,13,TRAIN,NS15,5128,3423
2022-12,WEEKDAY,21,TRAIN,TE19,1796,487
2022-12,WEEKENDS/HOLIDAY,21,TRAIN,TE19,388,332
2022-12,WEEKDAY,6,TRAIN,EW19,9419,4718
2022-12,WEEKENDS/HOLIDAY,6,TRAIN,EW19,2033,979
2022-12,WEEKENDS/HOLIDAY,22,TRAIN,CC14,909,1536
2022-12,WEEKDAY,22,TRAIN,CC14,1914,3301
2022-12,WEEKDAY,20,TRAIN,CC16,2920,4006
2022-12,WEEKENDS/HOLIDAY,20,TRAIN,CC16,1144,1672
2022-12,WEEKENDS/HOLIDAY,8,TRAIN,CC16,1366,2160
2022-12,WEEKDAY,8,TRAIN,CC16,7323,12565
2022-12,WEEKENDS/HOLIDAY,19,TRAIN,NS5,7139,11751
2022-12,WEEKDAY,19,TRAIN,NS5,14619,42681
2022-12,WEEKENDS/HOLIDAY,21,TRAIN,NS23,22645,4670
2022-12,WEEKDAY,21,TRAIN,NS23,41993,8194
2022-12,WEEKENDS/HOLIDAY,6,TRAIN,EW2/DT32,2374,1914
2022-12,WEEKDAY,6,TRAIN,DT32,11373,7671
2022-12,WEEKENDS/HOLIDAY,6,TRAIN,EW2,4144,1736
2022-12,WEEKENDS/HOLIDAY,6,TRAIN,DT32,2374,1914
2022-12,WEEKDAY,6,TRAIN,EW2,18529,7517
2022-12,WEEKDAY,6,TRAIN,EW2/DT32,11373,7671
2022-12,WEEKENDS/HOLIDAY,22,TRAIN,NS2,3670,8496
2022-12,WEEKDAY,22,TRAIN,NS2,6938,17722
2022-12,WEEKENDS/HOLIDAY,9,TRAIN,NS11,15752,6326
2022-12,WEEKDAY,9,TRAIN,NS11,34296,14479
2022-12,WEEKENDS/HOLIDAY,14,TRAIN,DT31,2494,2046
